
OrderId,CusId,CustomerName,ProductID,ProductName,CatID,Category,ProductPrice,Qty,PayType,Valid,DatePurchased,CountryID,Country,Website
8436,68,Addison Leah,26,Optiplex 990 Desktop,3,Computers,499,1,Internet Banking,Invalid,2019-11-29,42,Hong Kong,www.Samsung.com
6555,40,Carol Ritz,30,Samsung Dryer,8,Appliances,799,1,Card,Invalid,2022-01-23,49,Philippines,www.Wal-Mart.com
7605,39,Zangieff Russ,25,Xbox Controller,7,Video games,49,2,Internet Banking,Valid,2022-03-30,55,Togo,www.Wal-Mart.com
5092,54,Luna Starr,12,Xbox Series X,7,Video games,599,1,Internet Banking,Valid,2020-06-13,48,North Korea,www.Amazon.com
7140,2,Danny hue,22,IPhone 14,2,Phones,1299,2,Internet Banking,Valid,2021-03-02,52,Russia,www.Wal-Mart.com
3367,7,Morgan Freeman,19,Sony FlatScreen TV,9,TV's,1199,2,Card,Invalid,2020-02-28,29,Verde,www.Amazon.com
2377,67,Lillian Cruz,13,Sony PlayStation 5,7,Video games,499,2,Card,Invalid,2019-03-28,19,Bolivia,www.Samsung.com
323,7,Morgan Freeman,1,Samsung Tablet,1,Tablets,299,2,Internet Banking,Valid,2019-07-06,39,Congo,www.Amazon.com
2644,64,Nova Williow,29,Samsung Washer,8,Appliances,799,2,Card,Invalid,2021-05-07,59,Turkey,www.Samsung.com
3582,21,Kenneth Zah,27,Samsung Refrigerator,8,Appliances,599,2,Check,Invalid,2019-10-17,13,Barbados,www.Wal-Mart.com
4081,58,Mia pena,5,Sony Speakers,4,Audio,299,2,Card,Valid,2019-10-31,13,Barbados,www.Amazon.com
2858,19,Chris garnet,28,Whirlpool dishwasher,8,Appliances,799,2,Internet Banking,Invalid,2021-06-09,23,Botswana,www.Wal-Mart.com
4273,21,Kenneth Zah,19,Sony FlatScreen TV,9,TV's,1199,1,Card,Invalid,2020-08-17,9,Austria,www.Wal-Mart.com
2418,25,Melia Rage,19,Sony FlatScreen TV,9,TV's,1199,1,Card,Valid,2019-02-12,31,Cameroon,www.Amazon.com
8961,42,Sherry Cher,27,Samsung Refrigerator,8,Appliances,599,2,Card,Valid,2020-11-26,45,Indonesia,www.Samsung.com
6035,44,Karmelo Winnie,5,Sony Speakers,4,Audio,299,2,Internet Banking,Invalid,2021-12-28,36,China,www.Samsung.com
3749,12,Rose Jean,2,S21 cell phone,2,Phones,1299,1,Check,Valid,2020-02-13,12,Bangladesh,www.Samsung.com
8367,2,Danny hue,2,S21 cell phone,2,Phones,1299,1,Check,Invalid,2019-04-04,47,Japan,www.Samsung.com
4330,52,Tony Stark,6,Sony Phone,2,Phones,1199,1,Internet Banking,Valid,2020-01-05,3,Algeria,www.Wal-Mart.com
1240,38,Honey Wells,30,Samsung Dryer,8,Appliances,799,1,Internet Banking,Invalid,2019-02-28,28,Burundi,www.Wal-Mart.com
8353,27,Sol Badguy,15,Tozo Wireless Earbubs,5,Headphones,29,1,Internet Banking,Invalid,2019-12-26,40,Congo,www.Amazon.com
4488,18,Lewis Garden,25,Xbox Controller,7,Video games,49,1,Internet Banking,Valid,2022-01-23,6,Barbuda,www.Samsung.com
4694,61,Charlotte Hanson,27,Samsung Refrigerator,8,Appliances,599,2,Internet Banking,Invalid,2021-11-12,12,Bangladesh,www.Samsung.com
8317,17,Christopher Michel,33,Hamilton Beach Microwave,8,Appliances,79,2,Check,Valid,2022-06-08,3,Algeria,www.Samsung.com
3795,35,Laurelton Shera,27,Samsung Refrigerator,8,Appliances,599,1,Card,Valid,2020-04-05,12,Bangladesh,www.Wal-Mart.com
2602,44,Karmelo Winnie,20,Sony PlayStation 4,7,Video games,299,2,Internet Banking,Invalid,2019-04-13,14,Belarus,www.Amazon.com
8909,13,Sophia Jean,14,Xbox Series S,7,Video games,499,1,Card,Valid,2019-05-07,5,Antigua,www.Samsung.com
2221,10,Chris Gene,27,Samsung Refrigerator,8,Appliances,599,2,Card,Valid,2021-05-17,26,Bulgaria,www.Wal-Mart.com
3524,28,Baiken Faust,1,Samsung Tablet,1,Tablets,299,1,Check,Invalid,2020-03-23,6,Barbuda,www.Samsung.com
7841,69,Marc Galdson,23,Vizio TV,9,TV's,199,1,Internet Banking,Valid,2020-02-05,51,Romania,www.Wal-Mart.com
9682,30,Chipp Zanuff,12,Xbox Series X,7,Video games,599,2,Card,Valid,2021-07-07,6,Barbuda,www.Amazon.com
1676,61,Charlotte Hanson,12,Xbox Series X,7,Video games,599,1,Internet Banking,Invalid,2020-11-18,6,Barbuda,www.Wal-Mart.com
3267,56,Harper Gene,14,Xbox Series S,7,Video games,499,1,Internet Banking,Valid,2019-02-05,63,United States,www.Amazon.com
4664,36,Rudy Derr,18,Sony Router,3,Computers,99,2,Internet Banking,Invalid,2020-03-12,8,Armenia,www.Amazon.com
2527,31,Baiken Hen,31,Maytag Washer,8,Appliances,899,2,Internet Banking,Valid,2020-03-18,4,Andorra,www.Wal-Mart.com
732,1,Normand Michel,18,Sony Router,3,Computers,99,2,Card,Valid,2022-04-17,10,Azerbaijan,www.Amazon.com
3751,44,Karmelo Winnie,4,Dell Computer,3,Computers,599,1,Internet Banking,Invalid,2022-04-09,25,Brunei,www.Amazon.com
5291,10,Chris Gene,24,PlayStation Controller,7,Video games,49,1,Check,Invalid,2021-05-20,13,Barbados,www.Wal-Mart.com
6489,73,Erick Manison,22,IPhone 14,2,Phones,1299,2,Check,Valid,2019-02-27,4,Andorra,www.Amazon.com
1402,18,Lewis Garden,26,Optiplex 990 Desktop,3,Computers,499,2,Check,Valid,2020-05-24,48,North Korea,www.Samsung.com
1797,15,Farah Jean,19,Sony FlatScreen TV,9,TV's,1199,2,Internet Banking,Invalid,2021-11-25,16,Belize,www.Wal-Mart.com
3465,49,Daniel Maggio,12,Xbox Series X,7,Video games,599,1,Card,Invalid,2020-04-03,5,Angola,www.Samsung.com
7616,7,Morgan Freeman,14,Xbox Series S,7,Video games,499,2,Card,Invalid,2022-06-05,57,Tobago,www.Samsung.com
6952,44,Karmelo Winnie,12,Xbox Series X,7,Video games,599,1,Internet Banking,Valid,2020-05-26,49,Philippines,www.Amazon.com
6302,69,Marc Galdson,8,Beats Headphones,5,Headphones,399,1,Internet Banking,Invalid,2019-02-12,34,Channel Islands,www.Amazon.com
4885,3,Jerry Jean,13,Sony PlayStation 5,7,Video games,499,1,Check,Invalid,2019-10-17,44,India,www.Wal-Mart.com
1687,40,Carol Ritz,10,Sony Home theater,6,Home theater,499,1,Check,Invalid,2020-01-05,6,Barbuda,www.Amazon.com
7669,32,Kliff Undersn,16,Airpods,5,Headphones,199,2,Card,Valid,2020-03-31,5,Angola,www.Amazon.com
5187,38,Honey Wells,8,Beats Headphones,5,Headphones,399,2,Card,Invalid,2019-04-09,50,Portugal,www.Wal-Mart.com
3963,2,Danny hue,31,Maytag Washer,8,Appliances,899,1,Check,Valid,2019-12-04,8,Armenia,www.Samsung.com
2348,15,Farah Jean,15,Tozo Wireless Earbubs,5,Headphones,29,2,Card,Invalid,2021-01-02,59,Turkey,www.Wal-Mart.com
887,39,Zangieff Russ,15,Tozo Wireless Earbubs,5,Headphones,29,2,Card,Invalid,2019-03-18,12,Bangladesh,www.Amazon.com
7720,73,Erick Manison,33,Hamilton Beach Microwave,8,Appliances,79,2,Card,Invalid,2020-12-06,52,Russia,www.Wal-Mart.com
1535,51,Karen Starrs,23,Vizio TV,9,TV's,199,2,Card,Valid,2022-04-16,58,Tunisia,www.Amazon.com
4116,46,Ronald Bensworth,26,Optiplex 990 Desktop,3,Computers,499,2,Check,Invalid,2020-04-26,51,Romania,www.Wal-Mart.com
3467,25,Melia Rage,24,PlayStation Controller,7,Video games,49,2,Check,Invalid,2020-11-30,43,Hungary,www.Samsung.com
8785,24,Ethan Shaw,15,Tozo Wireless Earbubs,5,Headphones,29,1,Internet Banking,Invalid,2022-03-05,54,South Africa,www.Amazon.com
1968,5,Micheal Gus,20,Sony PlayStation 4,7,Video games,299,1,Check,Valid,2020-08-23,47,Japan,www.Amazon.com
6245,5,Micheal Gus,19,Sony FlatScreen TV,9,TV's,1199,2,Internet Banking,Valid,2019-09-04,47,Japan,www.Wal-Mart.com
1843,56,Harper Gene,13,Sony PlayStation 5,7,Video games,499,2,Card,Valid,2020-03-08,48,North Korea,www.Wal-Mart.com
8221,56,Harper Gene,7,IPhone 13,2,Phones,1299,2,Card,Invalid,2020-09-08,20,Bosnia,www.Amazon.com
5323,71,Elcy Jean,20,Sony PlayStation 4,7,Video games,299,1,Internet Banking,Invalid,2021-01-08,29,Verde,www.Amazon.com
9345,14,McKenzie Phoenix,7,IPhone 13,2,Phones,1299,2,Card,Valid,2020-05-07,7,Argentina,www.Wal-Mart.com
1789,33,Faust Williams,7,IPhone 13,2,Phones,1299,2,Internet Banking,Invalid,2021-07-31,28,Burundi,www.Amazon.com
413,30,Chipp Zanuff,17,Sony External Hard drive,3,Computers,99,1,Internet Banking,Valid,2020-06-23,49,Philippines,www.Samsung.com
6443,1,Normand Michel,6,Sony Phone,2,Phones,1199,2,Card,Invalid,2021-09-16,51,Romania,www.Samsung.com
5484,28,Baiken Faust,3,Sony Desktop,3,Computers,599,2,Internet Banking,Valid,2021-05-29,16,Belize,www.Wal-Mart.com
4564,37,Elizabeth kind,29,Samsung Washer,8,Appliances,799,2,Internet Banking,Invalid,2021-12-02,54,South Africa,www.Amazon.com
7664,72,Paisley Everly,26,Optiplex 990 Desktop,3,Computers,499,1,Check,Valid,2020-05-08,31,Cameroon,www.Amazon.com
7918,26,Kay Kiske,22,IPhone 14,2,Phones,1299,1,Check,Valid,2021-11-17,35,Chile,www.Amazon.com
9578,20,Danielle Will,23,Vizio TV,9,TV's,199,2,Internet Banking,Valid,2021-09-19,5,Angola,www.Samsung.com
5855,65,Aurora Grace,15,Tozo Wireless Earbubs,5,Headphones,29,1,Internet Banking,Invalid,2020-02-09,1,Afghanistan,www.Samsung.com
5070,70,Gemina Zoe,17,Sony External Hard drive,3,Computers,99,2,Check,Valid,2021-05-30,52,Russia,www.Wal-Mart.com
1347,32,Kliff Undersn,24,PlayStation Controller,7,Video games,49,2,Internet Banking,Invalid,2021-06-19,50,Portugal,www.Wal-Mart.com
4903,63,Oliva Gems,15,Tozo Wireless Earbubs,5,Headphones,29,1,Card,Invalid,2022-04-24,53,Singapore,www.Samsung.com
3431,15,Farah Jean,9,Sony Headphones,5,Headphones,399,1,Check,Invalid,2019-12-07,35,Chile,www.Amazon.com
398,33,Faust Williams,5,Sony Speakers,4,Audio,299,1,Card,Invalid,2019-02-05,45,Indonesia,www.Samsung.com
5439,63,Oliva Gems,19,Sony FlatScreen TV,9,TV's,1199,2,Check,Valid,2020-08-22,50,Portugal,www.Amazon.com
3283,69,Marc Galdson,18,Sony Router,3,Computers,99,1,Card,Valid,2021-10-30,5,Angola,www.Wal-Mart.com
9958,15,Farah Jean,23,Vizio TV,9,TV's,199,2,Card,Invalid,2020-04-25,41,Germany,www.Amazon.com
2118,38,Honey Wells,16,Airpods,5,Headphones,199,2,Check,Valid,2021-06-21,31,Cameroon,www.Wal-Mart.com
9726,22,Liam Shaw,28,Whirlpool dishwasher,8,Appliances,799,1,Card,Invalid,2019-09-15,56,Trinidad,www.Amazon.com
538,43,Taylor Wind,20,Sony PlayStation 4,7,Video games,299,1,Check,Invalid,2019-09-02,59,Turkey,www.Samsung.com
8234,62,Emma Streak,31,Maytag Washer,8,Appliances,899,2,Check,Invalid,2020-04-22,20,Bosnia,www.Amazon.com
4638,68,Addison Leah,28,Whirlpool dishwasher,8,Appliances,799,1,Check,Valid,2021-05-25,41,Germany,www.Amazon.com
6086,11,Abel don,28,Whirlpool dishwasher,8,Appliances,799,2,Card,Valid,2020-10-30,10,Azerbaijan,www.Amazon.com
4381,68,Addison Leah,27,Samsung Refrigerator,8,Appliances,599,2,Internet Banking,Invalid,2021-09-01,7,Argentina,www.Samsung.com
9912,68,Addison Leah,32,Samsung Stove,8,Appliances,699,1,Card,Valid,2019-09-02,16,Belize,www.Wal-Mart.com
8401,42,Sherry Cher,19,Sony FlatScreen TV,9,TV's,1199,1,Card,Valid,2020-07-05,50,Portugal,www.Wal-Mart.com
1991,55,Camila Grant,31,Maytag Washer,8,Appliances,899,1,Internet Banking,Valid,2019-06-27,62,United Kingdom,www.Samsung.com
1120,16,Farrah Michelle,30,Samsung Dryer,8,Appliances,799,1,Check,Invalid,2020-10-08,52,Russia,www.Wal-Mart.com
5101,44,Karmelo Winnie,7,IPhone 13,2,Phones,1299,1,Check,Invalid,2022-04-07,25,Brunei,www.Amazon.com
4641,58,Mia pena,2,S21 cell phone,2,Phones,1299,2,Card,Invalid,2021-07-16,6,Barbuda,www.Wal-Mart.com
2334,47,Cynthia Dean,29,Samsung Washer,8,Appliances,799,1,Card,Valid,2020-07-22,13,Barbados,www.Samsung.com
7200,68,Addison Leah,29,Samsung Washer,8,Appliances,799,1,Card,Valid,2020-08-20,61,United Arab Emirates,www.Wal-Mart.com
9007,5,Micheal Gus,5,Sony Speakers,4,Audio,299,1,Internet Banking,Invalid,2022-01-02,29,Verde,www.Wal-Mart.com
901,69,Marc Galdson,13,Sony PlayStation 5,7,Video games,499,1,Check,Invalid,2020-10-30,9,Austria,www.Wal-Mart.com
7128,30,Chipp Zanuff,2,S21 cell phone,2,Phones,1299,1,Check,Valid,2019-03-04,61,United Arab Emirates,www.Samsung.com
3104,29,Justice Rage,3,Sony Desktop,3,Computers,599,2,Check,Valid,2022-02-28,11,Bahrain,www.Samsung.com
9809,65,Aurora Grace,24,PlayStation Controller,7,Video games,49,1,Internet Banking,Valid,2021-03-20,10,Azerbaijan,www.Amazon.com
4210,19,Chris garnet,27,Samsung Refrigerator,8,Appliances,599,1,Internet Banking,Valid,2019-12-31,7,Argentina,www.Wal-Mart.com
1043,60,Amelia Crawford,27,Samsung Refrigerator,8,Appliances,599,1,Card,Invalid,2021-12-12,49,Philippines,www.Wal-Mart.com
2208,59,Isabella Willford,31,Maytag Washer,8,Appliances,899,2,Check,Valid,2021-10-06,27,Burkina Faso,www.Wal-Mart.com
6501,12,Rose Jean,16,Airpods,5,Headphones,199,2,Card,Valid,2022-03-27,18,Bhutan,www.Samsung.com
3730,4,Ken Masters,17,Sony External Hard drive,3,Computers,99,1,Check,Invalid,2019-10-30,32,Canada,www.Samsung.com
2624,1,Normand Michel,19,Sony FlatScreen TV,9,TV's,1199,2,Card,Invalid,2021-06-08,59,Turkey,www.Samsung.com
1658,72,Paisley Everly,7,IPhone 13,2,Phones,1299,2,Internet Banking,Valid,2021-09-15,1,Afghanistan,www.Wal-Mart.com
8348,38,Honey Wells,11,Hp Compaq Monitor,3,Computers,499,2,Check,Invalid,2021-07-28,17,Benin,www.Samsung.com
8853,47,Cynthia Dean,11,Hp Compaq Monitor,3,Computers,499,1,Check,Invalid,2020-04-26,45,Indonesia,www.Samsung.com
1972,57,Evelyn Michels,5,Sony Speakers,4,Audio,299,1,Card,Invalid,2020-06-18,29,Verde,www.Samsung.com
6186,71,Elcy Jean,2,S21 cell phone,2,Phones,1299,1,Check,Valid,2021-01-28,47,Japan,www.Samsung.com
1049,2,Danny hue,21,S22 cell phone,2,Phones,1299,1,Check,Invalid,2019-06-09,24,Brazil,www.Amazon.com
274,27,Sol Badguy,26,Optiplex 990 Desktop,3,Computers,499,2,Internet Banking,Invalid,2022-01-08,40,Congo,www.Samsung.com
4990,46,Ronald Bensworth,22,IPhone 14,2,Phones,1299,1,Internet Banking,Valid,2020-06-01,60,Ukraine,www.Samsung.com
4105,10,Chris Gene,24,PlayStation Controller,7,Video games,49,1,Card,Valid,2022-04-19,63,United States,www.Samsung.com
7587,38,Honey Wells,5,Sony Speakers,4,Audio,299,2,Internet Banking,Valid,2019-08-21,26,Bulgaria,www.Samsung.com
5161,9,Ben Hues,18,Sony Router,3,Computers,99,2,Internet Banking,Valid,2020-12-25,1,Afghanistan,www.Wal-Mart.com
9362,31,Baiken Hen,19,Sony FlatScreen TV,9,TV's,1199,2,Card,Invalid,2019-04-25,62,United Kingdom,www.Samsung.com
3350,41,Chungli Chin,5,Sony Speakers,4,Audio,299,1,Card,Valid,2019-06-08,63,United States,www.Amazon.com
8536,63,Oliva Gems,24,PlayStation Controller,7,Video games,49,1,Internet Banking,Invalid,2019-04-13,39,Congo,www.Samsung.com
647,25,Melia Rage,30,Samsung Dryer,8,Appliances,799,1,Check,Invalid,2021-03-28,60,Ukraine,www.Amazon.com
5011,31,Baiken Hen,15,Tozo Wireless Earbubs,5,Headphones,29,1,Internet Banking,Invalid,2022-02-13,42,Hong Kong,www.Wal-Mart.com
1025,3,Jerry Jean,32,Samsung Stove,8,Appliances,699,1,Check,Invalid,2019-07-05,47,Japan,www.Wal-Mart.com
9182,6,Michelle Otter,20,Sony PlayStation 4,7,Video games,299,1,Internet Banking,Invalid,2020-11-04,3,Algeria,www.Wal-Mart.com
4022,35,Laurelton Shera,3,Sony Desktop,3,Computers,599,2,Internet Banking,Invalid,2021-08-24,1,Afghanistan,www.Samsung.com
9566,44,Karmelo Winnie,9,Sony Headphones,5,Headphones,399,2,Card,Invalid,2021-01-28,4,Andorra,www.Amazon.com
4884,47,Cynthia Dean,18,Sony Router,3,Computers,99,1,Check,Valid,2020-08-31,51,Romania,www.Wal-Mart.com
8917,53,Louis Clark,29,Samsung Washer,8,Appliances,799,1,Check,Valid,2019-03-03,28,Burundi,www.Samsung.com
6817,53,Louis Clark,26,Optiplex 990 Desktop,3,Computers,499,1,Internet Banking,Invalid,2019-05-01,32,Canada,www.Amazon.com
227,69,Marc Galdson,3,Sony Desktop,3,Computers,599,2,Check,Invalid,2019-09-16,28,Burundi,www.Samsung.com
4496,5,Micheal Gus,5,Sony Speakers,4,Audio,299,2,Check,Valid,2020-10-17,32,Canada,www.Amazon.com
7144,20,Danielle Will,30,Samsung Dryer,8,Appliances,799,2,Card,Valid,2021-02-12,38,Comoros,www.Samsung.com
4929,63,Oliva Gems,33,Hamilton Beach Microwave,8,Appliances,79,1,Check,Invalid,2020-09-28,36,China,www.Samsung.com
767,60,Amelia Crawford,5,Sony Speakers,4,Audio,299,2,Card,Invalid,2022-01-26,36,China,www.Amazon.com
8529,16,Farrah Michelle,26,Optiplex 990 Desktop,3,Computers,499,1,Internet Banking,Valid,2020-08-12,3,Algeria,www.Samsung.com
4833,3,Jerry Jean,20,Sony PlayStation 4,7,Video games,299,2,Card,Invalid,2020-05-19,7,Argentina,www.Amazon.com
4279,46,Ronald Bensworth,7,IPhone 13,2,Phones,1299,1,Check,Invalid,2020-01-24,26,Bulgaria,www.Amazon.com
6900,31,Baiken Hen,23,Vizio TV,9,TV's,199,1,Card,Invalid,2021-04-07,35,Chile,www.Samsung.com
8990,61,Charlotte Hanson,5,Sony Speakers,4,Audio,299,2,Card,Invalid,2019-04-23,11,Bahrain,www.Wal-Mart.com
748,7,Morgan Freeman,29,Samsung Washer,8,Appliances,799,2,Check,Valid,2022-06-12,9,Austria,www.Samsung.com
613,10,Chris Gene,1,Samsung Tablet,1,Tablets,299,1,Check,Invalid,2019-10-29,45,Indonesia,www.Amazon.com
5689,27,Sol Badguy,19,Sony FlatScreen TV,9,TV's,1199,1,Check,Valid,2022-02-12,39,Congo,www.Samsung.com
1344,33,Faust Williams,26,Optiplex 990 Desktop,3,Computers,499,1,Internet Banking,Invalid,2019-10-03,41,Germany,www.Wal-Mart.com
9411,34,Laura Williams,27,Samsung Refrigerator,8,Appliances,599,1,Check,Valid,2019-02-21,36,China,www.Wal-Mart.com
3738,6,Michelle Otter,12,Xbox Series X,7,Video games,599,1,Check,Invalid,2022-04-24,63,United States,www.Amazon.com
4637,11,Abel don,5,Sony Speakers,4,Audio,299,2,Internet Banking,Invalid,2022-03-15,9,Austria,www.Samsung.com
510,15,Farah Jean,9,Sony Headphones,5,Headphones,399,1,Internet Banking,Invalid,2022-06-20,2,Albania,www.Samsung.com
3032,23,Noah Han,15,Tozo Wireless Earbubs,5,Headphones,29,1,Check,Invalid,2019-12-10,32,Canada,www.Samsung.com
1210,61,Charlotte Hanson,33,Hamilton Beach Microwave,8,Appliances,79,1,Card,Invalid,2022-03-13,49,Philippines,www.Wal-Mart.com
4646,28,Baiken Faust,10,Sony Home theater,6,Home theater,499,1,Check,Valid,2019-11-30,2,Albania,www.Amazon.com
1475,69,Marc Galdson,31,Maytag Washer,8,Appliances,899,1,Internet Banking,Invalid,2019-05-06,42,Hong Kong,www.Samsung.com
4225,3,Jerry Jean,15,Tozo Wireless Earbubs,5,Headphones,29,1,Internet Banking,Valid,2021-08-12,35,Chile,www.Amazon.com
4871,73,Erick Manison,13,Sony PlayStation 5,7,Video games,499,1,Internet Banking,Valid,2020-04-06,35,Chile,www.Samsung.com
1543,55,Camila Grant,29,Samsung Washer,8,Appliances,799,2,Check,Valid,2020-11-19,3,Algeria,www.Samsung.com
7324,6,Michelle Otter,20,Sony PlayStation 4,7,Video games,299,2,Check,Invalid,2020-07-06,58,Tunisia,www.Samsung.com
1900,17,Christopher Michel,17,Sony External Hard drive,3,Computers,99,1,Internet Banking,Valid,2020-08-25,5,Antigua,www.Samsung.com
480,33,Faust Williams,14,Xbox Series S,7,Video games,499,2,Check,Valid,2020-03-04,63,United States,www.Amazon.com
6064,52,Tony Stark,23,Vizio TV,9,TV's,199,2,Card,Invalid,2021-04-28,27,Burkina Faso,www.Wal-Mart.com
2273,54,Luna Starr,8,Beats Headphones,5,Headphones,399,2,Check,Valid,2021-11-02,33,Central African Republic,www.Wal-Mart.com
8483,69,Marc Galdson,22,IPhone 14,2,Phones,1299,1,Internet Banking,Valid,2020-09-02,45,Indonesia,www.Amazon.com
1012,10,Chris Gene,30,Samsung Dryer,8,Appliances,799,1,Check,Valid,2020-12-08,28,Burundi,www.Amazon.com
7039,43,Taylor Wind,30,Samsung Dryer,8,Appliances,799,1,Card,Valid,2021-08-27,28,Burundi,www.Amazon.com
7758,16,Farrah Michelle,8,Beats Headphones,5,Headphones,399,2,Card,Invalid,2022-03-05,27,Burkina Faso,www.Wal-Mart.com
5435,11,Abel don,11,Hp Compaq Monitor,3,Computers,499,1,Check,Invalid,2021-09-15,40,Congo,www.Amazon.com
5026,25,Melia Rage,32,Samsung Stove,8,Appliances,699,2,Internet Banking,Invalid,2019-09-25,60,Ukraine,www.Samsung.com
308,21,Kenneth Zah,11,Hp Compaq Monitor,3,Computers,499,1,Check,Invalid,2020-06-14,14,Belarus,www.Amazon.com
6063,58,Mia pena,18,Sony Router,3,Computers,99,1,Check,Invalid,2022-06-19,56,Trinidad,www.Samsung.com
2903,42,Sherry Cher,21,S22 cell phone,2,Phones,1299,1,Check,Valid,2022-04-08,41,Germany,www.Samsung.com
5551,63,Oliva Gems,22,IPhone 14,2,Phones,1299,1,Card,Invalid,2021-06-20,23,Botswana,www.Amazon.com
5058,41,Chungli Chin,22,IPhone 14,2,Phones,1299,2,Card,Valid,2021-10-11,17,Benin,www.Wal-Mart.com
7045,39,Zangieff Russ,16,Airpods,5,Headphones,199,1,Check,Valid,2020-08-22,50,Portugal,www.Wal-Mart.com
5593,30,Chipp Zanuff,12,Xbox Series X,7,Video games,599,1,Card,Valid,2022-03-19,55,Togo,www.Amazon.com
4517,73,Erick Manison,2,S21 cell phone,2,Phones,1299,1,Internet Banking,Valid,2019-12-24,34,Channel Islands,www.Samsung.com
9313,52,Tony Stark,21,S22 cell phone,2,Phones,1299,2,Internet Banking,Invalid,2021-09-10,15,Belgium,www.Wal-Mart.com
4649,43,Taylor Wind,13,Sony PlayStation 5,7,Video games,499,2,Internet Banking,Invalid,2020-04-03,1,Afghanistan,www.Amazon.com
5159,17,Christopher Michel,33,Hamilton Beach Microwave,8,Appliances,79,2,Card,Invalid,2019-01-24,52,Russia,www.Samsung.com
6308,22,Liam Shaw,29,Samsung Washer,8,Appliances,799,2,Internet Banking,Valid,2021-10-20,59,Turkey,www.Wal-Mart.com
3503,22,Liam Shaw,15,Tozo Wireless Earbubs,5,Headphones,29,2,Check,Valid,2021-03-05,20,Bosnia,www.Amazon.com
4763,13,Sophia Jean,14,Xbox Series S,7,Video games,499,2,Card,Invalid,2019-03-29,63,United States,www.Samsung.com
3547,48,Danny Maggis,2,S21 cell phone,2,Phones,1299,2,Check,Valid,2020-01-29,58,Tunisia,www.Wal-Mart.com
7463,5,Micheal Gus,33,Hamilton Beach Microwave,8,Appliances,79,1,Check,Invalid,2019-05-27,4,Andorra,www.Amazon.com
7190,52,Tony Stark,30,Samsung Dryer,8,Appliances,799,1,Check,Valid,2020-07-22,32,Canada,www.Samsung.com
9191,52,Tony Stark,18,Sony Router,3,Computers,99,2,Internet Banking,Valid,2022-06-11,56,Trinidad,www.Wal-Mart.com
6308,10,Chris Gene,23,Vizio TV,9,TV's,199,2,Check,Invalid,2020-09-13,20,Bosnia,www.Wal-Mart.com
853,33,Faust Williams,5,Sony Speakers,4,Audio,299,2,Check,Invalid,2020-02-18,34,Channel Islands,www.Wal-Mart.com
1657,1,Normand Michel,20,Sony PlayStation 4,7,Video games,299,1,Internet Banking,Invalid,2020-12-26,1,Afghanistan,www.Samsung.com
4565,51,Karen Starrs,10,Sony Home theater,6,Home theater,499,2,Card,Valid,2019-09-21,62,United Kingdom,www.Samsung.com
7674,56,Harper Gene,22,IPhone 14,2,Phones,1299,2,Check,Invalid,2020-11-24,61,United Arab Emirates,www.Amazon.com
6146,23,Noah Han,22,IPhone 14,2,Phones,1299,2,Internet Banking,Invalid,2020-10-10,25,Brunei,www.Amazon.com
3367,34,Laura Williams,4,Dell Computer,3,Computers,599,1,Check,Invalid,2021-10-22,51,Romania,www.Amazon.com
1098,23,Noah Han,12,Xbox Series X,7,Video games,599,2,Internet Banking,Valid,2022-04-15,63,United States,www.Amazon.com
2719,66,Jean Hazel,13,Sony PlayStation 5,7,Video games,499,1,Card,Valid,2020-10-03,38,Comoros,www.Samsung.com
97,57,Evelyn Michels,19,Sony FlatScreen TV,9,TV's,1199,1,Check,Valid,2020-04-24,50,Portugal,www.Wal-Mart.com
9505,50,Matthew Rosen,32,Samsung Stove,8,Appliances,699,2,Check,Valid,2021-03-15,32,Canada,www.Amazon.com
5808,11,Abel don,6,Sony Phone,2,Phones,1199,2,Card,Invalid,2021-01-06,63,United States,www.Samsung.com
1984,55,Camila Grant,3,Sony Desktop,3,Computers,599,1,Card,Valid,2020-06-16,9,Austria,www.Samsung.com
7080,52,Tony Stark,2,S21 cell phone,2,Phones,1299,2,Card,Invalid,2019-11-02,10,Azerbaijan,www.Amazon.com
1880,16,Farrah Michelle,26,Optiplex 990 Desktop,3,Computers,499,1,Internet Banking,Valid,2020-01-29,28,Burundi,www.Wal-Mart.com
1630,34,Laura Williams,8,Beats Headphones,5,Headphones,399,2,Check,Valid,2020-04-08,33,Central African Republic,www.Samsung.com
2506,3,Jerry Jean,7,IPhone 13,2,Phones,1299,2,Check,Valid,2019-02-05,3,Algeria,www.Wal-Mart.com
8960,31,Baiken Hen,24,PlayStation Controller,7,Video games,49,1,Check,Valid,2019-10-31,8,Armenia,www.Wal-Mart.com
3359,37,Elizabeth kind,31,Maytag Washer,8,Appliances,899,2,Card,Invalid,2022-02-28,25,Brunei,www.Samsung.com
9029,15,Farah Jean,22,IPhone 14,2,Phones,1299,2,Internet Banking,Invalid,2019-11-08,22,Herzegovina,www.Samsung.com
9080,32,Kliff Undersn,1,Samsung Tablet,1,Tablets,299,1,Check,Invalid,2019-05-19,17,Benin,www.Samsung.com
6182,15,Farah Jean,24,PlayStation Controller,7,Video games,49,1,Card,Invalid,2020-05-27,61,United Arab Emirates,www.Amazon.com
1936,6,Michelle Otter,19,Sony FlatScreen TV,9,TV's,1199,2,Internet Banking,Valid,2020-01-20,3,Algeria,www.Samsung.com
